CounDist,BoroCD,AssemDist,the_geom,CongDist,StSenDist,SHELTER_ID,LOCATION,AT_BETWEEN,LONGITUDE,LATITUDE,AssetID,BoroCode,BoroName,Street,SegmentID,PhysicalID,NODEID,neighborhood,neighborhood_group
43,310,49,POINT (-74.01106599999997 40.62928400000004),10,22,BR02683,Ft Hamilton Pkwy,68 ST,-74.011066,40.629284000000006,542,3,Brooklyn,FT HAMILTON PARKWAY,19555.0,36574,0,Dyker Heights,Brooklyn
41,317,58,POINT (-73.93066399999998 40.655624000000046),9,20,BR02685,UTICA AV,LENOX RD,-73.93066400000001,40.655623999999996,543,3,Brooklyn,UTICA AVENUE,42100.0,68659,0,East Flatbush,Brooklyn
42,305,60,POINT (-73.85952199999997 40.669706000000076),8,19,BR02686,LINDEN BLVD,EMERALD ST,-73.859522,40.669706,544,3,Brooklyn,LINDEN BOULEVARD,149133.0,46280,79711,East New York,Brooklyn
46,318,58,POINT (-73.89896599999997 40.64228500000007),8,19,BR02687,ROCKAWAY PKWY,AV J,-73.898966,40.642285,545,3,Brooklyn,ROCKAWAY PARKWAY,46511.0,70834,0,Canarsie,Brooklyn
41,303,56,POINT (-73.92419699999994 40.689179000000024),8,25,BR02688,GATES AV,RALPH AV,-73.92419699999999,40.689178999999996,546,3,Brooklyn,GATES AVENUE,44664.0,68948,0,Bedford-Stuyvesant,Brooklyn
46,318,59,POINT (-73.88908699999996 40.63399500000003),8,19,BR02689,SEAVIEW AV,ROCKAWAY PKWY,-73.889087,40.633995,547,3,Brooklyn,SEAVIEW AVENUE,150645.0,70229,0,Canarsie,Brooklyn
44,312,48,POINT (-73.96524699999998 40.62440600000008),9,17,BR02690,Coney Island Av,AV J,-73.96524699999999,40.624406,548,3,Brooklyn,CONEY ISLAND AVENUE,26891.0,39265,0,Midwood,Brooklyn
46,318,59,POINT (-73.90709699999996 40.63085300000006),8,19,BR02691,E 80 ST,AV L,-73.907097,40.630853,549,3,Brooklyn,AVENUE L,110545.0,139365,63996,Canarsie,Brooklyn
39,312,44,POINT (-73.97367499999996 40.64534800000007),9,21,BR02692,CHURCH AV,E 7 ST,-73.973675,40.645348,550,3,Brooklyn,CHURCH AVENUE,27860.0,38445,0,Kensington,Brooklyn
43,310,51,POINT (-74.02622199999996 40.63556100000005),11,22,BR02693,3 AV,BAY RIDGE AV,-74.026222,40.635560999999996,551,3,Brooklyn,3 AVENUE,17629.0,37667,0,Bay Ridge,Brooklyn
35,309,43,POINT (-73.95085699999998 40.66691400000008),9,20,BR02694,NOSTRAND AV,CARROLL ST,-73.950857,40.666914,552,3,Brooklyn,NOSTRAND AVENUE,29638.0,44415,0,Crown Heights,Brooklyn
36,303,56,POINT (-73.93055499999997 40.68859400000008),8,25,BR02695,GATES AV,MALCOLM X BLVD,-73.930555,40.688594,553,3,Brooklyn,GATES AVENUE,9001394.0,68950,0,Bedford-Stuyvesant,Brooklyn
36,303,56,POINT (-73.92982999999998 40.688533000000064),8,25,BR02696,GATES AV,MALCOLM X BLVD,-73.92983000000001,40.688533,554,3,Brooklyn,GATES AVENUE,44515.0,68949,0,Bedford-Stuyvesant,Brooklyn
33,302,52,POINT (-73.98936499999996 40.69054300000005),7,25,BR02697,BOERUM PL,SCHERMERHORN ST,-73.989365,40.690543,555,3,Brooklyn,BOERUM PLACE,154166.0,57867,0,Downtown Brooklyn,Brooklyn
38,307,51,POINT (-74.00412799999998 40.65131500000007),7,20,BR02698,39 ST,5 AV,-74.00412800000001,40.651315000000004,556,3,Brooklyn,39 STREET,161771.0,42640,0,Sunset Park,Brooklyn
43,310,46,POINT (-74.02256599999998 40.61916100000008),11,22,BR02699,86 ST,DAHLGREN PL,-74.022566,40.619161,557,3,Brooklyn,86 STREET,17147.0,37058,0,Fort Hamilton,Brooklyn
47,313,46,POINT (-73.96819299999999 40.58040700000004),8,23,BR02700,NEPTUNE AV,OCEAN PKWY,-73.968193,40.580407,558,3,Brooklyn,NEPTUNE AVENUE,133492.0,39830,0,Brighton Beach,Brooklyn
48,315,45,POINT (-73.95336299999997 40.58736000000005),9,22,BR02701,E 16 ST,SHEEPSHEAD BAY RD,-73.953363,40.58736,559,3,Brooklyn,EAST 16 STREET,26097.0,85366,16980,Sheepshead Bay,Brooklyn
48,315,45,POINT (-73.94894599999998 40.588478000000066),9,22,BR02702,AV Z,OCEAN AV,-73.94894599999999,40.588478,560,3,Brooklyn,AVENUE Z,26231.0,43810,0,Sheepshead Bay,Brooklyn
47,313,46,POINT (-73.96664799999996 40.58654100000007),11,23,BR02703,AV Z,OCEAN PKWY,-73.96664799999999,40.586541,561,3,Brooklyn,AVENUE Z,163157.0,43786,0,Gravesend,Brooklyn
37,304,55,POINT (-73.91146699999996 40.68368400000003),8,18,BR02704,COOPER ST,BROADWAY,-73.911467,40.683684,562,3,Brooklyn,COOPER STREET,43951.0,95797,27226,Bushwick,Brooklyn
41,303,56,POINT (-73.92400899999996 40.68899000000005),8,25,BR02705,RALPH AV,GATES AV,-73.924009,40.688990000000004,563,3,Brooklyn,RALPH AVENUE,44819.0,68848,0,Bedford-Stuyvesant,Brooklyn
38,306,51,POINT (-74.01078299999995 40.67905500000006),7,25,BR02706,VAN BRUNT ST,PIONEER ST,-74.01078299999999,40.679055,564,3,Brooklyn,VAN BRUNT STREET,21650.0,53048,0,Red Hook,Brooklyn
34,301,50,POINT (-73.94088699999998 40.721505000000036),12,18,BR02707,KINGSLAND AV,LOMBARDY ST,-73.940887,40.721505,565,3,Brooklyn,KINGSLAND AVENUE,65848.0,48895,40573,Greenpoint,Brooklyn
47,315,45,POINT (-73.96964699999995 40.60441300000008),11,22,BR02708,KINGS HWY,E 3 ST,-73.969647,40.604413,566,3,Brooklyn,KINGS HIGHWAY,25334.0,47728,0,Gravesend,Brooklyn
44,311,47,POINT (-73.98914699999995 40.60627000000005),10,22,BR02709,BAY PKWY,78 ST,-73.989147,40.60627,567,3,Brooklyn,BAY PARKWAY,20215.0,51312,13600,Gravesend,Brooklyn
42,305,60,POINT (-73.86240699999996 40.668173000000024),8,19,BR02710,ELDERT LANE,LORING AV,-73.86240699999999,40.668172999999996,568,3,Brooklyn,ELDERT LANE,168942.0,75493,0,East New York,Brooklyn
48,315,41,POINT (-73.95099199999999 40.59934700000008),9,19,BR02711,AV U,OCEAN AV,-73.950992,40.599346999999995,569,3,Brooklyn,AVENUE U,26156.0,45332,0,Sheepshead Bay,Brooklyn
43,310,51,POINT (-74.02647099999996 40.63592900000003),10,22,BR02712,BAY RIDGE AV,3 AV,-74.026471,40.635929,570,3,Brooklyn,BAY RIDGE AVENUE,17565.0,36666,0,Bay Ridge,Brooklyn
47,311,47,POINT (-73.98036899999994 40.605124000000046),10,17,BR02713,KINGS HWY,W 7 ST,-73.980369,40.605123999999996,571,3,Brooklyn,KINGS HIGHWAY,19367.0,47742,13169,Gravesend,Brooklyn
48,315,45,POINT (-73.93987499999997 40.57807400000007),8,22,BR02714,ORIENTAL BLVD,MACKENZIE ST,-73.939875,40.578074,572,3,Brooklyn,JUGHANDLE,133165.0,91315,104214,Manhattan Beach,Brooklyn
41,303,56,POINT (-73.92371999999995 40.68756200000007),8,25,BR02715,RALPH AV,MADISON ST,-73.92371999999999,40.687562,573,3,Brooklyn,RALPH AVENUE,43553.0,68846,0,Bedford-Stuyvesant,Brooklyn
48,314,45,POINT (-73.96229999999997 40.61037700000003),9,17,BR02717,Coney Island Av,AV P,-73.9623,40.610377,575,3,Brooklyn,CONEY ISLAND AVENUE,26969.0,39275,0,Midwood,Brooklyn
42,305,60,POINT (-73.89561399999997 40.67035400000003),8,19,BR02718,Pennsylvania Av,BELMONT AV,-73.895614,40.670353999999996,576,3,Brooklyn,PENNSYLVANIA AVENUE,47546.0,68121,0,East New York,Brooklyn
39,306,52,POINT (-73.98660699999994 40.66896800000006),7,21,BR0272,5 AV,9 ST,-73.98660699999999,40.668968,577,3,Brooklyn,5 AVENUE,22747.0,53372,0,South Slope,Brooklyn
43,310,64,POINT (-74.02544799999998 40.62958200000003),11,22,BR02720,4 AV,77 ST,-74.025448,40.629582,578,3,Brooklyn,4 AVENUE,17186.0,36792,0,Bay Ridge,Brooklyn
34,301,53,POINT (-73.92679999999996 40.71422600000005),7,18,BR02722,METROPOLITAN AV,GARDNER AV,-73.9268,40.714226000000004,579,3,Brooklyn,METROPOLITAN AVENUE,157737.0,89080,0,Williamsburg,Brooklyn
35,302,57,POINT (-73.98300999999998 40.70099000000005),8,25,BR02725,GOLD ST,YORK ST,-73.98301,40.700990000000004,581,3,Brooklyn,GOLD STREET,9009400.0,56457,9001010,Vinegar Hill,Brooklyn
46,318,59,POINT (-73.92930399999995 40.596741000000065),8,22,BR02726,GERRITSEN AV,AV X,-73.929304,40.596740999999994,582,3,Brooklyn,GERRITSEN AVENUE,40153.0,48516,0,Gerritsen Beach,Brooklyn
41,316,55,POINT (-73.92251099999999 40.668803000000025),9,20,BR02731,RALPH AV,EASTERN PKWY,-73.922511,40.668803000000004,585,3,Brooklyn,RALPH AVENUE,167518.0,68869,0,Crown Heights,Brooklyn
41,316,55,POINT (-73.91166299999998 40.67201300000005),9,20,BR02732,East New York Av,ROCKAWAY AV,-73.911663,40.672013,586,3,Brooklyn,EAST NEW YORK AVENUE,43879.0,71995,0,Brownsville,Brooklyn
43,310,46,POINT (-74.02319699999998 40.61492100000004),11,22,BR02733,92 ST,7 AV,-74.023197,40.614921,587,3,Brooklyn,92 STREET,17129.0,88648,0,Fort Hamilton,Brooklyn
38,307,51,POINT (-74.01600099999996 40.639287000000024),7,20,BR02734,60 ST,5 AV,-74.016001,40.639287,588,3,Brooklyn,60 STREET,17870.0,42294,0,Sunset Park,Brooklyn
46,318,59,POINT (-73.91426999999999 40.615293000000065),8,19,BR02735,AV U,MILL AV,-73.91427,40.615293,589,3,Brooklyn,AVENUE U,41425.0,45419,0,Mill Basin,Brooklyn
36,303,54,POINT (-73.93595899999997 40.69697300000007),7,18,BR02737,MYRTLE AV,BROADWAY,-73.935959,40.696973,590,3,Brooklyn,MYRTLE AVENUE,44285.0,47422,0,Bedford-Stuyvesant,Brooklyn
41,309,43,POINT (-73.93769599999996 40.662450000000035),9,20,BR02738,East New York Av,TROY AV,-73.937696,40.66245,591,3,Brooklyn,EAST NEW YORK AVENUE,9004859.0,68905,0,East Flatbush,Brooklyn
43,310,46,POINT (-74.01816199999996 40.61651200000006),11,22,BR02739,86 ST,11 AV,-74.018162,40.616512,592,3,Brooklyn,86 STREET,17319.0,37054,0,Dyker Heights,Brooklyn
39,306,52,POINT (-74.00346399999995 40.683238000000074),7,26,BR02740,COLUMBIA ST,CARROLL ST,-74.00346400000001,40.683238,593,3,Brooklyn,COLUMBIA STREET,21974.0,42778,0,Columbia St,Brooklyn
38,307,51,POINT (-74.00528499999996 40.65384900000004),7,25,BR02741,37 ST,4 AV,-74.005285,40.653849,594,3,Brooklyn,37 STREET,161768.0,75499,0,Sunset Park,Brooklyn
36,303,56,POINT (-73.94145199999997 40.69944000000004),7,18,BR02742,Marcus Garvey Blvd,BROADWAY,-73.941452,40.69944,595,3,Brooklyn,MARCUS GARVEY BOULEVARD,44141.0,48972,27327,Bedford-Stuyvesant,Brooklyn
43,310,46,POINT (-74.02392699999996 40.60911200000004),11,22,BR02745,POLY PL,CROPSEY AV,-74.023927,40.609111999999996,596,3,Brooklyn,POLY PLACE,289895.0,169419,0,Fort Hamilton,Brooklyn
35,309,43,POINT (-73.95323299999995 40.66963400000003),9,20,BR02746,ROGERS AV,EASTERN PKWY,-73.953233,40.669634,597,3,Brooklyn,ROGERS AVENUE,163761.0,46107,89153,Crown Heights,Brooklyn
48,313,46,POINT (-73.97432999999995 40.57981700000005),8,23,BR02747,NEPTUNE AV,W 6 ST,-73.97433000000001,40.579817,598,3,Brooklyn,NEPTUNE AVENUE,9009167.0,39821,0,Brighton Beach,Brooklyn
36,303,56,POINT (-73.93567599999994 40.68785600000007),8,25,BR02748,GATES AV,LEWIS AV,-73.935676,40.687856,599,3,Brooklyn,GATES AVENUE,9001574.0,68951,9003339,Bedford-Stuyvesant,Brooklyn
33,302,52,POINT (-73.98093399999993 40.68552200000005),8,25,BR02750,Atlantic Av,3 AV,-73.98093399999999,40.685522,600,3,Brooklyn,ATLANTIC AVENUE,22926.0,43135,0,Boerum Hill,Brooklyn
43,310,49,POINT (-74.01206299999996 40.62884600000007),11,22,BR02751,Ft Hamilton Pkwy,BAY RIDGE AV,-74.012063,40.628846,601,3,Brooklyn,FT HAMILTON PARKWAY,19551.0,36573,13211,Dyker Heights,Brooklyn
33,302,57,POINT (-73.98308399999996 40.699509000000035),8,25,BR02752,GOLD ST,SANDS ST,-73.98308399999999,40.699509,602,3,Brooklyn,GOLD STREET,9005037.0,166850,9001007,Vinegar Hill,Brooklyn
35,302,50,POINT (-73.96693299999998 40.695624000000066),8,25,BR02754,PARK AV,WASHINGTON AV,-73.966933,40.695624,603,3,Brooklyn,PARK AVENUE,30310.0,60341,0,Clinton Hill,Brooklyn
41,303,55,POINT (-73.92249299999997 40.680893000000026),8,25,BR02755,RALPH AV,CHAUNCEY ST,-73.922493,40.680893,604,3,Brooklyn,RALPH AVENUE,9001023.0,68852,9003905,Bedford-Stuyvesant,Brooklyn
38,307,51,POINT (-74.00478799999996 40.65030100000007),7,17,BR02757,5 AV,41 ST,-74.004788,40.650301,605,3,Brooklyn,5 AVENUE,20979.0,53339,0,Sunset Park,Brooklyn
45,318,41,POINT (-73.94467499999996 40.61629400000004),9,19,BR02758,KINGS HWY,NOSTRAND AV,-73.944675,40.616294,606,3,Brooklyn,KINGS HIGHWAY,147874.0,47662,90780,Flatlands,Brooklyn
45,318,41,POINT (-73.94229199999995 40.61887100000007),9,19,BR02759,KINGS HWY,NEW YORK AV,-73.94229200000001,40.618871,607,3,Brooklyn,KINGS HIGHWAY,148549.0,47658,89948,Flatlands,Brooklyn
36,303,56,POINT (-73.93639399999995 40.69153700000004),8,25,BR02760,LAFAYETTE AV,LEWIS AV,-73.93639399999999,40.691537,608,3,Brooklyn,LAFAYETTE AVENUE,44254.0,47215,0,Bedford-Stuyvesant,Brooklyn
42,305,60,POINT (-73.86628599999995 40.653373000000045),8,19,BR02761,Seaview Av (Gateway Dr),ERSKINE ST,-73.866286,40.653372999999995,609,3,Brooklyn,SEAVIEW AVENUE,252309.0,141154,0,East New York,Brooklyn
42,305,60,POINT (-73.86624799999998 40.65340800000007),8,19,BR02762,Seaview Av (Gateway Dr),ERSKINE ST,-73.866248,40.653408,610,3,Brooklyn,SEAVIEW AVENUE,252309.0,141154,0,East New York,Brooklyn
46,318,59,POINT (-73.90862199999998 40.61988500000007),8,19,BR02763,E 70 ST,VETERANS AV,-73.908622,40.619885,611,3,Brooklyn,EAST 70 STREET,41658.0,71528,0,Bergen Beach,Brooklyn
48,313,46,POINT (-73.97296899999998 40.57587700000005),8,23,BR02764,W 5 ST,SEA BREEZE AV,-73.97296899999999,40.575877,612,3,Brooklyn,WEST 5 STREET,120680.0,90205,16192,Brighton Beach,Brooklyn
42,305,60,POINT (-73.86431599999997 40.65636000000006),8,19,BR02765,FOUNTAIN AV,Seaview Av,-73.864316,40.65636,613,3,Brooklyn,FOUNTAIN AVENUE,154296.0,69529,0,East New York,Brooklyn
34,301,53,POINT (-73.94827899999996 40.70787100000007),7,18,BR02766,LORIMER ST,MESEROLE ST,-73.948279,40.707871000000004,614,3,Brooklyn,LORIMER STREET,31247.0,44333,0,Williamsburg,Brooklyn
37,304,53,POINT (-73.91795499999995 40.69635600000004),7,18,BR02767,WILSON AV,GROVE ST,-73.917955,40.696356,615,3,Brooklyn,WILSON AVENUE,9004481.0,72370,9004314,Bushwick,Brooklyn
46,318,59,POINT (-73.88670499999995 40.631339000000025),8,19,BR02768,ROCKAWAY PKWY,Shore Pkwy Srv Rd North,-73.886705,40.631339000000004,616,3,Brooklyn,ROCKAWAY PARKWAY,270393.0,155057,0,Canarsie,Brooklyn
48,313,46,POINT (-73.97241699999995 40.57651200000004),8,23,BR02769,W BRIGHTON AV,W 5 ST,-73.97241700000001,40.576512,617,3,Brooklyn,WEST BRIGHTON AVENUE,192077.0,128218,0,Brighton Beach,Brooklyn
41,316,55,POINT (-73.91466399999996 40.670705000000055),9,20,BR02770,East New York Av,STERLING PL,-73.914664,40.670705,618,3,Brooklyn,EAST NEW YORK AVENUE,9002260.0,71998,9004552,Brownsville,Brooklyn
43,310,46,POINT (-74.02864999999997 40.621748000000025),11,22,BR02771,4 AV,86 ST,-74.02865,40.621748,619,3,Brooklyn,4 AVENUE,17067.0,36778,0,Fort Hamilton,Brooklyn
48,313,46,POINT (-73.97289999999998 40.57670000000007),8,23,BR02772,W 5 ST,W BRIGHTON AV,-73.9729,40.5767,620,3,Brooklyn,BRIGHTON LINE,222233.0,0,16194,Brighton Beach,Brooklyn
48,315,45,POINT (-73.94900399999995 40.58599900000007),9,23,BR02773,OCEAN AV,VOORHIES AV,-73.949004,40.585999,621,3,Brooklyn,OCEAN AVENUE,26208.0,38424,0,Sheepshead Bay,Brooklyn
43,311,47,POINT (-73.99389799999994 40.59306200000003),11,23,BR02774,CROPSEY AV,BAY 38 ST,-73.993898,40.593061999999996,622,3,Brooklyn,CROPSEY AVENUE,157967.0,42491,80374,Gravesend,Brooklyn
42,305,60,POINT (-73.88232399999998 40.65638900000005),8,19,BR02775,COZINE AV,VAN SICLEN AV,-73.882324,40.656389000000004,623,3,Brooklyn,COZINE AVENUE,9000501.0,65846,0,East New York,Brooklyn
39,307,44,POINT (-73.97848999999997 40.64759000000004),9,21,BR02777,CATON AV,E 3 ST,-73.97849000000001,40.64759,624,3,Brooklyn,CATON AVENUE,27727.0,39589,0,Windsor Terrace,Brooklyn
37,316,54,POINT (-73.90353099999999 40.67804700000005),8,18,BR02778,FULTON ST,VAN SINDEREN AV,-73.903531,40.678047,625,3,Brooklyn,VAN SINDEREN AVENUE,262375.0,75265,101732,Cypress Hills,Brooklyn
37,305,54,POINT (-73.89937299999997 40.677021000000025),7,18,BR02779,JAMAICA AV,GEORGIA AV,-73.899373,40.677021,626,3,Brooklyn,JAMAICA AVENUE,296017.0,173114,0,Cypress Hills,Brooklyn
42,318,58,POINT (-73.90610899999996 40.65116500000005),8,19,BR02780,ROCKAWAY AV,AV D,-73.906109,40.651165,627,3,Brooklyn,ROCKAWAY AVENUE,293931.0,172012,9045117,Canarsie,Brooklyn
42,305,60,POINT (-73.86606299999994 40.65919000000008),8,19,BR02781,FOUNTAIN AV,N VANDALIA AV,-73.866063,40.65919,628,3,Brooklyn,FOUNTAIN AVENUE,215049.0,114073,0,East New York,Brooklyn
35,308,57,POINT (-73.96428599999996 40.67866600000008),9,25,BR02782,BERGEN ST,WASHINGTON AV,-73.964286,40.678666,629,3,Brooklyn,BERGEN STREET,29233.0,45796,0,Prospect Heights,Brooklyn
42,305,60,POINT (-73.86283299999997 40.66898900000007),8,19,BR02783,ELDERT LANE,LINDEN BLVD,-73.862833,40.668989,630,3,Brooklyn,ELDERT LANE,168942.0,75493,0,East New York,Brooklyn
45,318,41,POINT (-73.94216499999999 40.61872800000003),9,19,BR02784,KINGS HWY,NEW YORK AV,-73.942165,40.618728000000004,631,3,Brooklyn,KINGS HIGHWAY,148525.0,47692,0,Flatlands,Brooklyn
37,316,54,POINT (-73.90351799999996 40.67805800000008),8,18,BR02785,Van Sinderen Av,Fulton St,-73.903518,40.678058,632,3,Brooklyn,VAN SINDEREN AVENUE,262375.0,75265,101732,Cypress Hills,Brooklyn
41,303,55,POINT (-73.92144499999995 40.67894300000006),8,25,BR02786,RALPH AV,FULTON ST,-73.92144499999999,40.678943,633,3,Brooklyn,FULTON STREET,43647.0,39136,65864,Bedford-Stuyvesant,Brooklyn
47,311,47,POINT (-73.97634199999999 40.60458300000005),11,17,BR02787,KINGS HWY,W 3 ST,-73.976342,40.604583,634,3,Brooklyn,KINGS HIGHWAY,25094.0,47738,16392,Gravesend,Brooklyn
44,311,47,POINT (-73.98342999999994 40.605608000000075),10,17,BR02788,KINGS HWY,W 10 ST,-73.98343,40.605608000000004,635,3,Brooklyn,KINGS HIGHWAY,19248.0,47746,0,Gravesend,Brooklyn
41,316,55,POINT (-73.90616199999994 40.666311000000064),9,20,BR02789,Mother Gaston Blvd,BLAKE AV,-73.906162,40.666311,636,3,Brooklyn,MOTHER GASTON BOULEVARD,9005754.0,67292,9005045,Brownsville,Brooklyn
41,316,55,POINT (-73.90510799999998 40.66464200000007),9,19,BR02790,DUMONT AV,Mother Gaston Blvd,-73.905108,40.664642,637,3,Brooklyn,DUMONT AVENUE,9002405.0,72974,9005151,Brownsville,Brooklyn
43,310,46,POINT (-74.01643599999994 40.60726000000005),11,22,BR02791,CROPSEY AV,BAY 7 ST,-74.016436,40.60726,638,3,Brooklyn,CROPSEY AVENUE,17315.0,42453,11873,Dyker Heights,Brooklyn
48,315,45,POINT (-73.96123399999993 40.60087000000004),11,17,BR02794,Coney Island Av,AV T,-73.96123399999999,40.60087,639,3,Brooklyn,CONEY ISLAND AVENUE,25654.0,39283,0,Sheepshead Bay,Brooklyn
47,313,46,POINT (-73.98627999999997 40.58346100000006),11,23,BR02796,CROPSEY AV,CANAL AV,-73.98628000000001,40.583461,640,3,Brooklyn,CROPSEY AVENUE,158279.0,42504,0,Gravesend,Brooklyn
38,307,51,POINT (-74.02008999999998 40.64589900000004),7,20,BR02801,2 AV,E 56 ST,-74.02009,40.645899,641,3,Brooklyn,2 AVENUE,17808.0,37130,0,Sunset Park,Brooklyn
34,301,53,POINT (-73.92581399999995 40.71387000000004),7,18,BR02802,METROPOLITAN AV,GARDNER AV,-73.925814,40.71387,642,3,Brooklyn,METROPOLITAN AVENUE,158134.0,89086,0,Williamsburg,Brooklyn
35,308,57,POINT (-73.95514399999996 40.67743900000005),9,25,BR02805,DEAN ST,FRANKLIN AV,-73.95514399999999,40.677439,643,3,Brooklyn,DEAN STREET,29549.0,39678,0,Crown Heights,Brooklyn
46,318,59,POINT (-73.91803799999997 40.632287000000076),8,19,BR02807,FLATLANDS AV,RALPH AV,-73.918038,40.632287,644,3,Brooklyn,FLATLANDS AVENUE,41393.0,48250,0,Bergen Beach,Brooklyn
33,302,52,POINT (-73.98524399999997 40.689355000000035),8,25,BR02810,LIVINGSTON ST,HOYT ST,-73.985244,40.689355,645,3,Brooklyn,LIVINGSTON STREET,24382.0,55242,0,Boerum Hill,Brooklyn
35,308,57,POINT (-73.96384299999994 40.67875900000007),9,25,BR02812,WASHINGTON AV,BERGEN STREET,-73.96384300000001,40.678759,646,3,Brooklyn,WASHINGTON AVENUE,29323.0,38217,0,Crown Heights,Brooklyn
46,318,59,POINT (-73.92118899999997 40.60932200000008),8,19,BR02814,FLATBUSH AV,KINGS PLZ,-73.921189,40.609322,647,3,Brooklyn,,,0,0,Mill Basin,Brooklyn
46,318,59,POINT (-73.92069199999997 40.60889800000007),8,19,BR02818,FLATBUSH AV,KINGS PLZ (AV V ),-73.920692,40.608897999999996,648,3,Brooklyn,,,0,0,Mill Basin,Brooklyn
39,306,51,POINT (-73.99954199999996 40.67499400000003),7,25,BR0282,COURT ST,W 9 ST,-73.999542,40.674994,649,3,Brooklyn,COURT STREET,22166.0,42664,0,Carroll Gardens,Brooklyn
46,318,59,POINT (-73.92127099999993 40.609200000000044),8,19,BR02820,FLATBUSH AV,KINGS PLZ,-73.92127099999999,40.6092,650,3,Brooklyn,FLATBUSH AVENUE,151243.0,38780,0,Mill Basin,Brooklyn
46,318,59,POINT (-73.92115699999994 40.60910100000007),8,19,BR02821,FLATBUSH AV,KINGS PLZ,-73.921157,40.609101,651,3,Brooklyn,FLATBUSH AVENUE,151243.0,38780,0,Mill Basin,Brooklyn
42,317,58,POINT (-73.91823999999997 40.65138100000007),9,21,BR02834,REMSEN AV,AV A,-73.91824,40.651381,652,3,Brooklyn,REMSEN AVENUE,42494.0,68617,0,East Flatbush,Brooklyn
47,315,45,POINT (-73.97351499999996 40.59686400000004),11,22,BR02835,AV U,MCDONALD AV,-73.973515,40.596864000000004,653,3,Brooklyn,AVENUE U,25184.0,45357,0,Gravesend,Brooklyn
39,312,44,POINT (-73.98272099999997 40.64047900000003),10,17,BR02836,14 AV,37 ST,-73.982721,40.640479,654,3,Brooklyn,14 AVENUE,21448.0,42739,14215,Kensington,Brooklyn
44,312,49,POINT (-73.98731699999996 40.62182400000006),10,17,BR02842,18 AV,60 ST,-73.987317,40.621824,655,3,Brooklyn,18 AVENUE,20277.0,42559,13633,Borough Park,Brooklyn
43,310,46,POINT (-74.03246899999994 40.61976800000008),11,22,BR02845,3 AV,E 92 ST,-74.03246899999999,40.619768,656,3,Brooklyn,3 AVENUE,16920.0,37836,0,Fort Hamilton,Brooklyn
41,317,55,POINT (-73.92786999999998 40.66477000000003),9,20,BR02846,East New York Av,E 94 ST,-73.92787,40.664770000000004,657,3,Brooklyn,EAST NEW YORK AVENUE,43349.0,68892,0,East Flatbush,Brooklyn
43,310,46,POINT (-74.02314499999994 40.608911000000035),11,22,BR02849,POLY PL,7 AV,-74.023145,40.608911,658,3,Brooklyn,POLY PLACE,289897.0,169419,0,Fort Hamilton,Brooklyn
43,313,47,POINT (-73.99213299999997 40.59001500000005),11,23,BR02851,26 AV,Shore Pkwy Srv Rd North,-73.992133,40.590015,659,3,Brooklyn,26 AVENUE,161549.0,55043,0,Gravesend,Brooklyn
37,305,54,POINT (-73.88269399999996 40.68505200000004),7,18,BR02853,JAMAICA AV,SHEPHERD AV,-73.882694,40.685052,660,3,Brooklyn,JAMAICA AVENUE,48053.0,73686,0,Cypress Hills,Brooklyn
41,316,55,POINT (-73.91072299999996 40.66995500000007),8,20,BR02859,ROCKAWAY AV,PITKIN AV,-73.910723,40.669955,661,3,Brooklyn,ROCKAWAY AVENUE,43866.0,70578,0,Brownsville,Brooklyn
46,318,59,POINT (-73.92697699999997 40.61861300000004),8,19,BR02863,UTICA AV,AV N,-73.92697700000001,40.618613,662,3,Brooklyn,UTICA AVENUE,41117.0,68693,0,Flatlands,Brooklyn
40,314,42,POINT (-73.95562499999994 40.64638400000007),9,21,BR02876,BEDFORD AV,TILDEN AV,-73.955625,40.646384000000005,663,3,Brooklyn,BEDFORD AVENUE,28462.0,38374,0,Flatbush,Brooklyn
34,301,53,POINT (-73.94283499999995 40.70729600000004),7,18,BR02884,MONTROSE AV,GRAHAM AV,-73.942835,40.707296,664,3,Brooklyn,MONTROSE AVENUE,31381.0,91543,0,Williamsburg,Brooklyn
46,318,59,POINT (-73.91829999999999 40.63241100000005),8,19,BR02886,FLATLANDS AV,RALPH AV,-73.9183,40.632411,665,3,Brooklyn,FLATLANDS AVENUE,41393.0,48250,0,Canarsie,Brooklyn
34,301,53,POINT (-73.94022299999995 40.71197500000005),7,18,BR02900,GRAND ST,BUSWICK AV,-73.940223,40.711975,667,3,Brooklyn,GRAND STREET,44206.0,69865,0,Williamsburg,Brooklyn
46,318,59,POINT (-73.91811299999995 40.626179000000036),8,21,BR02904,RALPH AV,AV K,-73.918113,40.626179,670,3,Brooklyn,RALPH AVENUE,41367.0,66857,0,Flatlands,Brooklyn
48,315,41,POINT (-73.93845299999998 40.58404100000007),8,22,BR02906,EMMONS AV,NOSTRAND AV,-73.93845300000001,40.584041,671,3,Brooklyn,EMMONS AVENUE,157916.0,46983,0,Sheepshead Bay,Brooklyn
42,316,60,POINT (-73.90377999999998 40.65671000000003),8,19,BR02907,HEGEMAN AV @ MOTHER GASTON BLVD,@ MOTHER GASTON BLVD,-73.90378,40.65671,672,3,Brooklyn,HEGEMAN AVENUE,46305.0,71422,0,Brownsville,Brooklyn
