bizID,title,categories,priceRange,dollarPrice,rating,reviewCount,address,district,searchZipcode,exactZipcode,latitude,longitude,phone,img,neighborhood,neighborhood_group
jean-silversmiths-new-york,Jean Silversmiths,Jewelry;Antiques;Kitchen & Bath,Moderate,$$,4,8,16 W 45th St,Midtown West,10129,10036,40.7555928,-73.9806365,(212) 575-0723,https://s3-media1.fl.yelpcdn.com/bphoto/J9gsSgFxCEhD09Hh9qxOjw/90s.jpg,Midtown,Manhattan
the-new-york-diamond-exchange-new-york,The New York Diamond Exchange,Jewelry,,,1,1,10 W 47th St,Midtown West,10129,10036,40.7568084,-73.9795594,(212) 840-0965,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
shivam-imports-new-york-2,Shivam Imports,Jewelry,,,-1,-1,2 W 46th St,Midtown West,10129,10036,40.7560961,-73.97981290000001,(212) 997-7512,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
elie-international-new-york,Elie International,Jewelry;Bridal,,,-1,-1,2 W 46th St,Midtown West,10129,10036,40.7560961,-73.97981290000001,(212) 719-0090,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
the-facets-collection-new-york,The Facets Collection,Bridal;Jewelry,,,-1,-1,2 W 46th St,Midtown West,10129,10036,40.7560961,-73.97981290000001,(212) 869-6182,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
asian-gem-center-new-york,Asian Gem Center,Jewelry,,,-1,-1,2 West 46th St,Midtown West,10129,10036,40.7560992,-73.9798046,(800) 377-2545,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
salma-group-manhattan,Salma Group,Jewelry,,,-1,-1,2 W 46th St,Midtown West,10129,10036,40.7561139,-73.979799,(646) 727-7161,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
lucoral-new-york,Lucoral,Jewelry,,,-1,-1,10 W 46th St,Midtown West,10129,10036,40.7562562,-73.9800186,(212) 575-8811,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
sophia-d-new-york,Sophia D,Jewelry,,,1,1,580 5th Ave,Midtown West,10129,10036,40.7569065,-73.97872530000002,(212) 398-9282,https://s3-media1.fl.yelpcdn.com/bphoto/eW7nUtBLs27N17vOUcYaRQ/90s.jpg,Midtown,Manhattan
y-s-y-jewelry-new-york,Y S Y Jewelry,Jewelry,,,-1,-1,21 W 46th St,Midtown West,10129,10036,40.7567193,-73.9800186,(212) 827-0275,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
3d-waxes-new-york-3,3D Waxes,Jewelry,,,-1,-1,33 W 46th St,Midtown West,10129,10036,40.7568195,-73.980317,(888) 450-2224,https://s3-media3.fl.yelpcdn.com/bphoto/4QiZiWDevrv8X1qRP0ypkw/90s.jpg,Midtown,Manhattan
raffi-fine-jewelry-new-york-2,Raffi Fine Jewelry,Jewelry,Pricey,$$$,4,8,578 5th Ave,Midtown West,10129,10036,40.756673600000006,-73.978932,(212) 575-5985,https://s3-media3.fl.yelpcdn.com/bphoto/d9AN5pZP6OaUEfuzc3Wcow/90s.jpg,Midtown,Manhattan
inner-expressions-new-york,Inner Expressions,Jewelry;Watches,,,-1,-1,20 W 47th St,Midtown West,10129,10036,40.7568779,-73.97980140000001,(914) 671-8612,https://s3-media4.fl.yelpcdn.com/bphoto/x8RPoVjW8s9NQq3pe3s1_A/90s.jpg,Midtown,Manhattan
international-imports-new-york,International Imports,Jewelry,,,-1,-1,20 West 47th St,Midtown West,10129,10036,40.7568779,-73.97980140000001,(800) 221-6580,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
fire-gem-co-inc-new-york,Fire Gem Co Inc,Jewelry,,,-1,-1,20 W 47th St,Midtown West,10129,10036,40.7568779,-73.97980140000001,(212) 245-7975,https://s3-media2.fl.yelpcdn.com/bphoto/ZbRapUczZ4XQR3mJ0nOSzw/90s.jpg,Midtown,Manhattan
rock-hard-gems-new-york,Rock Hard Gems,Jewelry,,,-1,-1,10 W 47th St,Midtown West,10129,10036,40.7568084,-73.9795594,(212) 869-0845,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
d-rao-and-company-new-york,D Rao & Company,Jewelry,,,-1,-1,10 W 47th St,Midtown West,10129,10036,40.7568084,-73.9795594,(212) 382-3363,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
zeira-fine-jewelry-new-york,Zeira Fine Jewelry,Jewelry,,,-1,-1,10 W 47th St,Midtown West,10129,10036,40.7568084,-73.9795594,(212) 395-9707,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
alexander-primak-jewelry-new-york,Alexander Primak Jewelry,Jewelry,,,-1,-1,2 W 47th St,Midtown West,10129,10036,40.7567159,-73.9792702,(866) 960-8134,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
assorted-gem-new-york-3,Assorted Gem,Jewelry,,,-1,-1,576 5th Ave,Midtown West,10129,10036,40.7566502,-73.97901920000002,,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
cosmic-new-york,Cosmic,Jewelry,,,-1,-1,578 5th Ave,Midtown West,10129,10036,40.756673600000006,-73.978932,(212) 575-1084,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
bucciari-new-york,Bucciari,Jewelry,,,-1,-1,578 5th Ave,Midtown West,10129,10036,40.756673600000006,-73.978932,(212) 575-7890,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,Midtown,Manhattan
gold-art-new-york,Gold Art,Jewelry,,,-1,-1,580 5th Ave,Midtown West,10129,10036,40.7569065,-73.97872530000002,(212) 719-1695,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,Midtown,Manhattan
exquisite-collection-llc-new-york-2,Exquisite Collection  LLC,Jewelry,Moderate,$$,-1,-1,580 5th Ave,Midtown West,10129,10036,40.7569065,-73.97872530000002,(646) 801-5361,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,Midtown,Manhattan
essex-global-trading-new-york,Essex Global Trading,Jewelry,,,-1,-1,580 5th Ave,Midtown West,10129,10036,40.7569065,-73.97872530000002,(212) 944-5555,https://s3-media3.fl.yelpcdn.com/bphoto/7ReJ0XAziXMJ3yARoLzgDQ/ls.jpg,Midtown,Manhattan
atg-international-and-co-manhattan,ATG International & Co,Jewelry,,,-1,-1,580 5th Ave,Midtown West,10129,10036,40.7569065,-73.97872530000002,(917) 721-3736,https://s3-media1.fl.yelpcdn.com/bphoto/CnpWtVlxwrpSj-O68iLV7A/ls.jpg,Midtown,Manhattan
fifth-bond-jewelry-manhattan-4,Fifth Bond Jewelry,Jewelry,Moderate,$$,3,11,7 W 45th St,Midtown West,10129,10036,40.75591,-73.98006590000001,(212) 398-2450,https://s3-media2.fl.yelpcdn.com/bphoto/hsfQMEfx5Evpr12t9O5ItA/ls.jpg,Midtown,Manhattan
paramount-gems-new-york,Paramount Gems,Jewelry,,,-1,-1,36W 44th St,Midtown West,10129,10036,40.7553282,-73.98191070000001,(212) 221-1520,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
k-g-k-jewelry-new-york-2,K G K Jewelry,Jewelry,,,-1,-1,36 W 44 5 Ave,Midtown West,10129,10036,40.7553282,-73.98191070000001,(212) 893-8082,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
green-creations-new-york,Green Creations,Jewelry,,,-1,-1,36 W 44th St,Midtown West,10129,10036,40.7553282,-73.98191070000001,(212) 354-8444,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
strand-usa-new-york,Strand USA,Jewelry,,,-1,-1,36 W 44th St,Midtown West,10129,10036,40.7553282,-73.98191070000001,(212) 575-3866,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
k-g-k-diamonds-new-york,K G K Diamonds,Jewelry,,,-1,-1,36 W 44th St,Midtown West,10129,10036,40.7553282,-73.98191070000001,(646) 722-8767,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
m-k-jewelry-new-york-3,M K Jewelry,Jewelry,,,-1,-1,36 W 44th St,Midtown West,10129,10036,40.7553282,-73.98191070000001,(212) 213-9656,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
lauras-gems-new-york,Laura’s Gems,Watches;Jewelry,,,5,2,578 5th Ave,Midtown West,10129,10036,40.756673600000006,-73.978932,(212) 719-0182,https://s3-media2.fl.yelpcdn.com/bphoto/ZZY7QjZHqkDcAj_MHprvOw/90s.jpg,Midtown,Manhattan
l-azare-kaplan-new-york,L Azare Kaplan,Jewelry,,,-1,-1,19 W 44th St,Midtown West,10129,10036,40.7555245,-73.98085429999998,(212) 764-7201,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
21-st-century-gems-new-york,21 St Century Gems,Jewelry,,,-1,-1,19 W 44th St,Midtown West,10129,10036,40.7555245,-73.98085429999998,(212) 554-9107,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Midtown,Manhattan
northern-grade-new-york,Northern Grade,Accessories;Men's Clothing;Women's Clothing,Moderate,$$,3,4,600 11th Ave,Hell's Kitchen,10025,10038,40.7623377,-73.9967579,,https://s3-media3.fl.yelpcdn.com/bphoto/9QcWkQUyRTbbGzffLNUFSA/90s.jpg,Hell's Kitchen,Manhattan
10-corso-como-new-york,10 Corso Como,Accessories,,,4,7,1 Fulton St,South Street Seaport,11238,10038,40.7069398161529,-74.0029666666667,(212) 265-9500,https://s3-media2.fl.yelpcdn.com/bphoto/bObVbRkI1v6h9MKcM2IHUg/ls.jpg,Financial District,Manhattan
9-to-5-fashion-outlet-new-york,9 To 5 Fashion Outlet,Women's Clothing,Inexpensive,$,4,4,Financial District,76 Nassau St,11238,10038,40.70972620000001,-74.0082048,,https://s3-media1.fl.yelpcdn.com/bphoto/9amvZhPlZx-SenXiYy2z3g/ls.jpg,Financial District,Manhattan
urban-outfitters-new-york-12,Urban Outfitters,Women's Clothing;Men's Clothing;Home Decor,Moderate,$$,4,13,182 Broadway,Financial District,11238,10038,40.7100881,-74.0093881,(212) 962-0642,https://s3-media3.fl.yelpcdn.com/bphoto/X0XqZmNgVBQGWLd2SEt7MA/ls.jpg,Financial District,Manhattan
fulton-center-new-york-2,Fulton Center,Shopping Centers,Moderate,$$,3,66,200 Broadway,Financial District,11238,10038,40.71044600000001,-74.008925,(201) 477-7308,https://s3-media1.fl.yelpcdn.com/bphoto/AZMKVpJG1J-5pCFuAqGYbw/90s.jpg,Financial District,Manhattan
lee-lees-forest-new-york,Lee Lee’s Forest,Women's Clothing;Accessories,Moderate,$$,4,14,14 Fulton St,South Street Seaport,11238,10038,40.70653430620021,-74.0034269102814,(212) 232-0351,https://s3-media4.fl.yelpcdn.com/bphoto/cpbJzYtKJkzuQxlkeU0MbA/90s.jpg,Financial District,Manhattan
the-silk-shop-new-york,The Silk Shop,Women's Clothing;Accessories,Moderate,$$,4,9,132 Nassau St,Financial District,11238,10038,40.7110095,-74.00657790000002,(212) 571-3130,https://s3-media2.fl.yelpcdn.com/bphoto/vEzga7oklnBwzv8Cmsf9ow/90s.jpg,Financial District,Manhattan
designers-promise-new-york,Designers Promise,Women's Clothing,Moderate,$$,4,13,93 Nassau St,Financial District,11238,10038,40.7104495,-74.0076666,(212) 962-6299,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Financial District,Manhattan
bowne-and-co-stationers-new-york,Bowne & Co Stationers,Cards & Stationery;Antiques,Moderate,$$,4,29,209-211 Water St,South Street Seaport,11238,10038,40.707629,-74.003511,(646) 628-2707,https://s3-media3.fl.yelpcdn.com/bphoto/BQ283jwFxbrJ3WrJ3izYPA/ls.jpg,Financial District,Manhattan
south-street-local-artists-new-york,South Street Local Artists,Art Galleries;Jewelry;Gift Shops,,,5,2,93 South St,South Street Seaport,11238,10038,40.70629810000001,-74.0034332,(347) 349-5985,https://s3-media1.fl.yelpcdn.com/bphoto/Q8AvPcPaXXhxT6CX0F-P8A/ls.jpg,Financial District,Manhattan
lot-less-closeouts-new-york-6,Lot Less Closeouts,Discount Store,Inexpensive,$,4,76,95 Fulton St,Financial District,11238,10038,40.7094535,-74.00589980000002,(212) 566-8504,https://s3-media1.fl.yelpcdn.com/bphoto/0Z8SvuLwd0k6sUZUImSq9g/ls.jpg,Financial District,Manhattan
superdry-new-york-2,Superdry,Women's Clothing;Men's Clothing,Pricey,$$$,3,8,22 Fulton St,South Street Seaport,11238,10038,40.706909086922394,-74.0039979277166,(646) 274-3616,https://s3-media1.fl.yelpcdn.com/bphoto/EDVZHyoSjgfKL27C1-Kwsw/90s.jpg,Financial District,Manhattan
dijon-boutique-new-york-2,Dijon Boutique,Women's Clothing,Inexpensive,$,3,12,80 Maiden Ln,Financial District,11238,10038,40.7071307,-74.0077735,(212) 943-1288,https://s3-media3.fl.yelpcdn.com/bphoto/aRK8jfAVsWBG6iV8yce8CA/90s.jpg,Financial District,Manhattan
neighborhoodies-new-york,Neighborhoodies,Women's Clothing;Children's Clothing;Men's Clothing,Moderate,$$,3,3,89 South St,South Street Seaport,11238,10038,40.7053125,-74.0026298,(212) 566-2772,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Financial District,Manhattan
kara-new-york,Kara,Women's Clothing;Jewelry,Moderate,$$,2,4,10 Fulton St,South Street Seaport,11238,10038,40.7065527566069,-74.00355783953171,(646) 340-2664,https://s3-media3.fl.yelpcdn.com/bphoto/gVQtZTGWNKD_QapBxe9tkg/90s.jpg,Financial District,Manhattan
jo-and-jax-new-york,Jo and Jax,Women's Clothing;Dance Wear;Accessories,,,5,1,139 Fulton St,Financial District,11238,10038,40.7107970947898,-74.00768096526009,(212) 966-2171,https://s3-media4.fl.yelpcdn.com/bphoto/5QTwiRnMSYTqBHmMw-A25g/90s.jpg,Financial District,Manhattan
dress-barn-new-york-2,Dress Barn,Accessories,Inexpensive,$,4,4,125 Maiden Ln,Financial District,11238,10038,40.7067249,-74.00646309999998,(212) 269-5725,https://s3-media3.fl.yelpcdn.com/bphoto/1J5KLdHGgO5EiP1c9KyVZw/ls.jpg,Financial District,Manhattan
christian-benner-custom-new-york,Christian Benner Custom,Men's Clothing;Women's Clothing,,,5,1,189 Front St,South Street Seaport,11238,10038,40.7066187,-74.004102,,https://s3-media2.fl.yelpcdn.com/bphoto/HYC3ie_urCEtbtTsvjECBg/90s.jpg,Financial District,Manhattan
habanos-nyc-new-york,Habanos_NYC,Tobacco Shops;Accessories,,,-1,-1,77 Fulton St,Financial District,11238,10038,40.7090783,-74.004535,(646) 581-6343,https://s3-media3.fl.yelpcdn.com/bphoto/mykgGGkR_dtYP4LYOhURIw/90s.jpg,Financial District,Manhattan
puma-city-new-york,Puma City,Fashion,Moderate,$$,4,7,South Street Seaport,19 Fulton St,11238,10038,40.7070757,-74.0035296,,https://s3-media3.fl.yelpcdn.com/bphoto/B0_sv2_u5FK-1nNhvLd6bQ/ls.jpg,Financial District,Manhattan
tansey-tang-cultured-pearls-and-asian-gifts-new-york,Tansey Tang Cultured Pearls & Asian Gifts,Accessories;Jewelry;Spiritual Shop,Pricey,$$$,5,3,93 Nassau St,Financial District,11238,10038,40.7104495,-74.0076666,(212) 964-6878,https://s3-media4.fl.yelpcdn.com/bphoto/FCqeQy4VWRaaVQrf9bEjeg/90s.jpg,Financial District,Manhattan
success-trading-new-york,Success Trading,Discount Store,,,4,3,22 Catherine St,,11238,10038,40.713034,-73.997381,(212) 227-5428,https://s3-media1.fl.yelpcdn.com/bphoto/JZHv_CHbcQ2LAc5u0oaXSw/90s.jpg,Chinatown,Manhattan
zara-new-york-14,Zara,Women's Clothing;Men's Clothing;Children's Clothing,Moderate,$$,2,66,222 Broadway,Financial District,11238,10038,40.71101,-74.008676,(212) 964-0106,https://s3-media1.fl.yelpcdn.com/bphoto/mZeQUd_t5iGL3ixFz7b-xQ/ls.jpg,Financial District,Manhattan
new-mings-gift-shop-new-york,New Mings Gift Shop,Souvenir Shops,,,-1,-1,Chinatown,14 Doyer St,10002,10038,40.7145723,-73.9980939,,https://s3-media1.fl.yelpcdn.com/bphoto/_EVwTAphMEFvi7OT5JSHQg/ls.jpg,Chinatown,Manhattan
cheapkilt-brooklyn,Cheapkilt,Men's Clothing;Accessories;Shoe Stores,,,-1,-1,8766 24th Ave,Bath Beach,10301,10038,40.5961374,-73.99298929999998,(973) 370-0068,https://s3-media1.fl.yelpcdn.com/bphoto/ahsIovidep1Gi7U1LGH28A/90s.jpg,Gravesend,Brooklyn
lol-kids-new-york,LOL Kids,Children's Clothing,,,3,2,216 Front St,South Street Seaport,10038,10038,40.7074948,-74.0024832,(646) 791-0497,https://s3-media2.fl.yelpcdn.com/bphoto/0BVADPEoEDU2U2BcCztn2w/90s.jpg,Financial District,Manhattan
studio-15-new-york-3,Studio 15,Women's Clothing,,,-1,-1,South Street Seaport,,10038,10038,40.7071498,-74.00210190000001,(347) 827-1397,https://s3-media4.fl.yelpcdn.com/bphoto/AUKbueUV4hYXy9epZpJeSw/90s.jpg,Financial District,Manhattan
abercrombie-and-fitch-new-york-4,Abercrombie & Fitch,Men's Clothing;Women's Clothing;Accessories,Pricey,$$$,2,32,199 Water St,South Street Seaport,10038,10038,40.706908,-74.004322,(212) 809-9000,https://s3-media1.fl.yelpcdn.com/bphoto/grDGjGQbMV1D2zwi1Nd3lw/ls.jpg,Financial District,Manhattan
josh-bach-neckwear-new-york,Josh Bach Neckwear,Men's Clothing;Accessories,Moderate,$$,4,1,133 Beekman St,South Street Seaport,10038,10038,40.7072348,-74.00297409999997,(212) 964-5419,https://s3-media3.fl.yelpcdn.com/bphoto/UwwD2xYVO3t4yEmkXJmUQA/90s.jpg,Financial District,Manhattan
de-janeiro-new-york,De Janeiro,Women's Clothing;Accessories;Shoe Stores,Inexpensive,$,3,21,78 Nassau St,Financial District,10004,10038,40.7097187,-74.0081109,(212) 346-9038,https://s3-media1.fl.yelpcdn.com/bphoto/3DgNqvDuuNujTX9C063ziw/ls.jpg,Financial District,Manhattan
american-foliage-and-design-group-new-york,American Foliage & Design Group,Home Decor;Nurseries & Gardening,,,5,2,47 Ann St,Financial District,10007,10038,40.7104705,-74.0068066,(212) 741-5555,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,Financial District,Manhattan
prato-fine-mens-wear-new-york-2,Prato Fine Men’s Wear,Men's Clothing,,,4,1,122 Nassau St Frnt,Financial District,10007,10038,40.7108343,-74.006773,(212) 349-4150,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,Financial District,Manhattan
details-fashion-outlet-new-york,Details Fashion Outlet,Women's Clothing,Inexpensive,$,2,2,Financial District,78 Nassau Street Basement,10007,10038,40.7098159,-74.00811829999998,,https://s3-media4.fl.yelpcdn.com/bphoto/vAFp5iI3S6soHpEEuCBIPQ/ls.jpg,Financial District,Manhattan
s-and-m-universal-jewelry-new-york-2,S & M Universal Jewelry,Jewelry,,,4,2,72 Nassau St,Financial District,10007,10038,40.70953770000001,-74.0083897,(212) 619-0966,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,Financial District,Manhattan
timepiece-city-new-york,Timepiece City,Jewelry;Antiques,,,1,2,124 Fulton St,Financial District,10007,10038,40.7100567,-74.007649,(212) 732-3090,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Financial District,Manhattan
hayko-fine-rugs-and-tapestries-long-island-city,Hayko Fine Rugs and Tapestries,Home Decor,Pricey,$$$,5,5,43-01 21st St,Astoria,10025,11101,40.7630945980833,-73.9404154885993,(212) 717-5400,https://s3-media2.fl.yelpcdn.com/bphoto/0EfegW2vjzxPqa6pJ1k_pg/ls.jpg,Long Island City,Queens
just-things-new-york,Just Things,Thrift Stores;Antiques,Inexpensive,$,3,12,47-28 Vernon Blvd,Hunters Point,10016,11101,40.74474179999999,-73.9536172,,https://s3-media3.fl.yelpcdn.com/bphoto/P8tQI5cWVDuWOobirFt36A/90s.jpg,Long Island City,Queens
kitchen-plus-more-long-island-city,Kitchen Plus More,Hardware Stores;Home Decor,Moderate,$$,4,31,47-17 5th St,Hunters Point,10016,11101,40.745382,-73.955404,(718) 685-2173,https://s3-media4.fl.yelpcdn.com/bphoto/WU1cgq6zfqIdHomGeitOvQ/90s.jpg,Long Island City,Queens
underpenny-museum-long-island-city,Underpenny Museum,Antiques,,,5,1,10-13 50th Ave,Hunters Point,10016,11101,40.7426994681149,-73.9534602686763,(917) 517-1492,https://s3-media3.fl.yelpcdn.com/bphoto/qQRDkyaBcEUSAcxrieFdKg/ls.jpg,Long Island City,Queens
book-culture-long-island-city,Book Culture,Bookstores,Moderate,$$,4,16,26-09 Jackson Ave,Long Island City,11211,11101,40.7474369,-73.9420002,(718) 440-3120,https://s3-media3.fl.yelpcdn.com/bphoto/NviV17e70FJPsbmGlg2nJA/90s.jpg,Long Island City,Queens
chocomize-long-island-city,Chocomize,Candy Stores;Gift Shops;Do-It-Yourself Food,Moderate,$$,4,14,30-10 41st Ave,Long Island City,11211,11101,40.7495267,-73.9356757,(800) 621-3294,https://s3-media3.fl.yelpcdn.com/bphoto/hAf8lQ5qnunvX2gxpunphQ/90s.jpg,Long Island City,Queens
gold-star-moving-supplies-inc-long-island-city-3,Gold Star Moving Supplies Inc.,Packing Supplies,Moderate,$$,5,1,38-20 Review Ave,Sunnyside,11211,11101,40.7313076,-73.9352154,(718) 784-4433,https://s3-media4.fl.yelpcdn.com/bphoto/fw6iD2SveW_XY5GrBbDy-Q/ls.jpg,Long Island City,Queens
marshalls-long-island-city,Marshalls,Department Stores,Moderate,$$,2,77,4818 Northern Blvd,Woodside,11211,11101,40.7526124,-73.914281,(718) 626-4700,https://s3-media2.fl.yelpcdn.com/bphoto/Hdg2Ylm9YDIVGC8_WtVVIQ/ls.jpg,Long Island City,Queens
bolivares-long-island-city,Bolivares,Men's Clothing,,,-1,-1,Sunnyside,51-02 21st St,11211,11101,40.7408082,-73.94994150000002,,https://s3-media1.fl.yelpcdn.com/bphoto/8REBSrck1Mr-UKFNYSBb-g/ls.jpg,Long Island City,Queens
moma-ps1-long-island-city,MoMA PS1,Museums;Art Galleries,Inexpensive,$,4,327,22-25 Jackson Ave,Hunters Point,11222,11101,40.7455329023591,-73.94744085811391,(718) 784-2084,https://s3-media1.fl.yelpcdn.com/bphoto/NdKC6lfoNiZxi8pJ-uUDmQ/90s.jpg,Long Island City,Queens
goodwill-store-long-island-city,Goodwill Store,Thrift Stores,Inexpensive,$,3,97,47-47 Van Dam St,Sunnyside,11222,11101,40.7415286,-73.9337864,(718) 392-0125,https://s3-media2.fl.yelpcdn.com/bphoto/WODrKzjC3BpY7s2t65n-jQ/90s.jpg,Sunnyside,Queens
mr-lumberjack-new-york,Mr. Lumberjack,Nurseries & Gardening;Home Decor;Christmas Trees,Moderate,$$,4,9,48-12 Vernon Blvd Long Island,Hunters Point,11222,11101,40.7437658,-73.9540313,(212) 960-3604,https://s3-media3.fl.yelpcdn.com/bphoto/kE10Luf0PKAScqdnM-fAdQ/ls.jpg,Long Island City,Queens
life-storage-long-island-city,Life Storage,Self Storage;Packing Supplies,Moderate,$$,5,3,52-11 29th St,Sunnyside,11222,11101,40.737942,-73.94012099999998,(347) 642-6600,https://s3-media1.fl.yelpcdn.com/bphoto/q_K_bbxA6_Donfsd0OKG8A/90s.jpg,Long Island City,Queens
helen-uffner-vintage-clothing-long-island-city,Helen Uffner Vintage Clothing,Costumes,Pricey,$$$,5,2,42-24 Orchard St,Long Island City,11222,11101,40.749335,-73.93567,(718) 937-0220,https://s3-media1.fl.yelpcdn.com/bphoto/G1_h3wl60iJDFm2V-PN0jw/ls.jpg,Long Island City,Queens
victoria-and-son-long-island-city,Victoria & Son,Antiques;Furniture Stores,,,-1,-1,2107 Borden Ave,Sunnyside,11222,11101,40.7407773,-73.949588,(718) 392-9651,https://s3-media1.fl.yelpcdn.com/bphoto/O07Hw_f9kPnCFmw0FDQ1zQ/90s.jpg,Long Island City,Queens
antique-fine-frames-long-island,Antique Fine Frames,Art Galleries;Antiques;Framing,Pricey,$$$,5,1,26-26 Jackson Ave,Long Island City,11222,11101,40.7472455,-73.9411425,(929) 900-6660,https://s3-media1.fl.yelpcdn.com/bphoto/HRTOHy9V7ABXUIwR_ADPmQ/90s.jpg,Long Island City,Queens
five-below-long-island-city,Five Below,Discount Store,Inexpensive,$,4,19,4818 Northern Blvd,Woodside,11385,11101,40.7526099,-73.9142775,(718) 278-1940,https://s3-media1.fl.yelpcdn.com/bphoto/VIyMU2kOzxtOppPCkHYc7Q/ls.jpg,Long Island City,Queens
firenzecolor-nyc-long-island-city,Firenzecolor NYC,Building Supplies;Paint Stores;Home Decor,,,-1,-1,37-24 24th St,Long Island City,10028,11101,40.756981,-73.9362065,(718) 361-7734,https://s3-media1.fl.yelpcdn.com/bphoto/HzHPR_kMeKZtok_ZSPCHAA/90s.jpg,Long Island City,Queens
quasar-fashion-long-island-city,Quasar Fashion,Leather Goods;Shoe Repair;Accessories,Moderate,$$,5,1,38-09 43rd St,Sunnyside,11104,11101,40.7459179,-73.9261242,(631) 804-0230,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Sunnyside,Queens
