bizID,title,categories,priceRange,dollarPrice,rating,reviewCount,address,district,searchZipcode,exactZipcode,latitude,longitude,phone,img
bedding-discounters-brooklyn,Bedding Discounters,Furniture Stores,Pricey,$$$,1,6,6701 5th Ave,Bay Ridge,11220,11209,40.6352438,-74.0198906,(718) 238-8224,https://s3-media3.fl.yelpcdn.com/bphoto/cSZyV9_uBLDEAiblNFeAnw/90s.jpg
sams-fifth-avenue-liquidators-2-brooklyn,Sam’s Fifth Avenue Liquidators 2,Department Stores,,,-1,-1,7712 5th Ave,Bay Ridge,11220,11209,40.6276979,-74.02353199999999,(718) 833-3336,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
tony-hamawy-bridal-brooklyn,Tony Hamawy Bridal,Bridal,,,-1,-1,537 Ovington Ave,Bay Ridge,11220,11209,40.6322433,-74.0199824,(917) 880-7820,https://s3-media2.fl.yelpcdn.com/bphoto/MEDWaAdcCAG-JlMb95y6HA/90s.jpg
regency-drugs-brooklyn,Regency Drugs,Drugstores,,,3,2,7115 3rd Ave,Bay Ridge,11220,11209,40.6337398,-74.0265696,(718) 238-7488,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
rite-aid-brooklyn-39,Rite Aid,Drugstores;Convenience Stores,Moderate,$$,3,9,7118 3rd Ave,Bay Ridge,11220,11209,40.633852000000005,-74.027013,(718) 745-2830,https://s3-media3.fl.yelpcdn.com/bphoto/UJE1LcJirpix18buPGp95g/90s.jpg
landing-gear-brooklyn-2,Landing Gear,Men's Clothing,,,-1,-1,7905 5th Ave,Bay Ridge,11220,11209,40.6262316,-74.0236575,(718) 748-3837,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
world-mall-bridal-dreams-brooklyn,World Mall Bridal Dreams,Bridal,Moderate,$$,3,5,7905 5th Ave,Bay Ridge,11220,11209,40.6262336,-74.02366620000001,(718) 333-5041,https://s3-media4.fl.yelpcdn.com/bphoto/rK4YMc8eCljfS-iMXLyoxw/90s.jpg
emaan-pharmacy-brooklyn,Emaan Pharmacy,Drugstores,,,5,3,7309 5th Ave,Bay Ridge,11220,11209,40.630599600000004,-74.02185300000001,(718) 748-5900,https://s3-media3.fl.yelpcdn.com/bphoto/0jAG2Cn-f-KEVqroDqC8PA/90s.jpg
bay-ridge-rx-specialty-pharmacy-brooklyn,Bay Ridge Rx Specialty Pharmacy,Drugstores,Inexpensive,$,4,14,6910 3rd Ave,Bay Ridge,11220,11209,40.635504499999996,-74.0263728,(718) 680-2229,https://s3-media2.fl.yelpcdn.com/bphoto/NL4EGF-5e3qjbH5CM59FtA/90s.jpg
pharmacy-on-fifth-brooklyn,Pharmacy On Fifth,Drugstores,,,1,1,6914 5th Ave,Bay Ridge,11220,11209,40.633201299999996,-74.0213595,(718) 238-9600,https://s3-media1.fl.yelpcdn.com/bphoto/yHOSIKupZ1jtGieQO1fPWQ/ls.jpg
dante-zeller-tuxedo-and-menswear-brooklyn-8,Dante Zeller Tuxedo & Menswear,Formal Wear;Clothing Rental,Moderate,$$,4,11,8201 5th Ave,Bay Ridge,11220,11209,40.6240959,-74.0246085,(718) 234-2649,https://s3-media4.fl.yelpcdn.com/bphoto/zLbgvhh9JlMx3rGoU9cAuQ/ls.jpg
hayatt-pharmacy-brooklyn-2,Hayatt Pharmacy,Drugstores,,,-1,-1,6920 5th Ave,Bay Ridge,11220,11209,40.6330557,-74.02137330000001,(347) 662-6119,https://s3-media2.fl.yelpcdn.com/bphoto/owbdPX6yLPEtglJPD9rdgw/ls.jpg
vcs-hobbies-brooklyn,VCS Hobbies,Hobby Shops;Toy Stores,,,-1,-1,7515 3rd Ave,Bay Ridge,11220,11209,40.6309856,-74.0276901,(718) 921-6159,https://s3-media1.fl.yelpcdn.com/bphoto/pMWE13eUe5SYxBSDhMuYBA/90s.jpg
family-99-cents-and-up-brooklyn,Family 99 Cents & Up,Discount Store,,,-1,-1,7619 5th Ave,Bay Ridge,11220,11209,40.6280259,-74.022935,(718) 748-2500,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
a-auctioneer-for-hire-dennis-alestra-brooklyn,A Auctioneer For Hire Dennis Alestra,Furniture Stores,,,-1,-1,480 73rd St,Bay Ridge,11220,11209,40.631013700000004,-74.0225256,(718) 833-1334,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
farmacon-pharmacy-brooklyn,Farmacon Pharmacy,Drugstores,,,5,2,8007 5th Ave,Bay Ridge,11220,11209,40.625432,-74.0240132,(718) 238-1090,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
best-care-pharmacy-and-surgical-supplies-brooklyn,Best Care Pharmacy & Surgical Supplies,Drugstores,,,3,2,8510 3rd Ave,Bay Ridge,11220,11209,40.624089,-74.03099909999999,(718) 680-9855,https://s3-media2.fl.yelpcdn.com/bphoto/iTkRs8bkLkuSW2_7n4AtuA/90s.jpg
jin-fu-five-discount-store-brooklyn,Jin Fu Five Discount Store,Discount Store,,,3,1,8314 5th Ave,Bay Ridge,11220,11209,40.623324100000005,-74.0253869,(718) 238-3729,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
p-c-richard-and-son-bay-ridge,P.C. Richard & Son,Appliances;Electronics;Mattresses,Moderate,$$,4,55,576-80 86th Street,Bay Ridge,11220,11209,40.6197827,-74.02406020000001,(718) 745-7300,https://s3-media4.fl.yelpcdn.com/bphoto/u7LP9dtHZY_6D0zA3dBOew/ls.jpg
rozo-furniture-brooklyn,Rozo Furniture,Furniture Stores,,,-1,-1,7624 5th Ave,Bay Ridge,11220,11209,40.6282616,-74.0233445,(718) 833-9085,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
e-and-s-sportswear-brooklyn,E & S Sportswear,Sports Wear,,,-1,-1,8420 5th Ave,Bay Ridge,11220,11209,40.6224531,-74.0258236,(718) 748-3018,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
lowens-drug-store-brooklyn-2,Lowen’s Drug Store,Drugstores,Pricey,$$$,5,1,6902 3rd Ave,Bay Ridge,11220,11209,40.6356862,-74.0263214,(718) 748-6158,https://s3-media1.fl.yelpcdn.com/bphoto/kZoPhu2JDTnUsSbcINcF4A/90s.jpg
rite-aid-brooklyn-40,Rite Aid,Drugstores;Convenience Stores,Inexpensive,$,2,5,7501 5th Ave,Bay Ridge,11220,11209,40.6291797097172,-74.02243897318841,(718) 492-4495,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
mydworld-bronx,MyDWorld,Men's Clothing;Women's Clothing;Accessories,,,-1,-1,2119 Hughes Ave,Concourse Village,10025,10457,40.826878,-73.922742,(929) 330-6589,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
cobra-2-jewelry-bronx,Cobra 2 Jewelry,Jewelry,,,5,1,672 E Tremont Ave,East Tremont,10032,10457,40.845555100000006,-73.89185490000001,(718) 583-8999,https://s3-media4.fl.yelpcdn.com/bphoto/-ZNs3aESWPua3NL6EPYNBQ/90s.jpg
luispeterson-com-bronx,luispeterson.com,Women's Clothing;Bespoke Clothing,,,-1,-1,1970 Anthony Ave,Mount Hope,10032,10457,40.850575,-73.90258859999999,(917) 405-1759,https://s3-media4.fl.yelpcdn.com/bphoto/xeXn35TOS1FAUsmFIrbwtg/90s.jpg
the-salvation-army-family-store-and-donation-center-bronx-5,The Salvation Army Family Store & Donation Center,Thrift Stores;Donation Center,Inexpensive,$,1,2,4109 Park Ave,East Tremont,10032,10457,40.8455676,-73.901051,(800) 728-7825,https://s3-media1.fl.yelpcdn.com/bphoto/qkT5HZjuP2pIqsgcscQF-g/90s.jpg
city-jeans-premium-bronx-8,City Jeans Premium,Shoe Stores;Children's Clothing;Men's Clothing,,,-1,-1,690 E Tremont Ave,East Tremont,10032,10457,40.8453585,-73.8914763,(718) 583-0424,https://s3-media1.fl.yelpcdn.com/bphoto/cj1_3n26BKSYtDBLRGN9RA/90s.jpg
u-haul-neighborhood-dealer-bronx-15,U-Haul Neighborhood Dealer,Truck Rental;Packing Supplies,,,-1,-1,1845 Webster Ave,Mount Hope,10032,10457,40.8467286,-73.90201809999999,(718) 293-3313,https://s3-media1.fl.yelpcdn.com/bphoto/PuvVdO2AYWbrVUIlxqVV-g/90s.jpg
magicare-bronze-baby-shoe-bronx,Magicare Bronze Baby Shoe,Shoe Stores,,,-1,-1,1873 Carter Ave,Mount Hope,10032,10457,40.8475777,-73.9019348,(800) 286-2299,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
almo-dollar-bronx,Almo Dollar,Department Stores,,,-1,-1,239 E Tremont Ave,Mount Hope,10032,10457,40.849099,-73.9043147,(718) 294-0164,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
borinquen-jewelry-bronx,Borinquen Jewelry,Jewelry,,,-1,-1,629 E Tremont Ave,East Tremont,10032,10457,40.8462878,-73.89229859999999,(718) 731-3443,https://s3-media2.fl.yelpcdn.com/bphoto/8sY6uSsu2ybGqRGy6CjB2Q/90s.jpg
rite-aid-bronx-20,Rite Aid,Drugstores;Convenience Stores,Inexpensive,$,2,4,1540 Grand Concourse,Mount Eden,10032,10457,40.8419074,-73.9118244,(718) 731-8733,https://s3-media2.fl.yelpcdn.com/bphoto/gpR2Zhw6P4Hh_S96CzMxIw/90s.jpg
webster-plumbing-supply-bronx,Webster Plumbing Supply,Plumbing;Wholesale Stores;Hardware Stores,,,5,1,1758 Webster Ave,East Tremont,10032,10457,40.845259000000006,-73.9019722,(718) 583-1600,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
dollar-5-shoe-warehouse-bronx,Dollar 5 Shoe Warehouse,Shoe Stores,,,-1,-1,251 E Tremont Ave,Mount Hope,10032,10457,40.849103,-73.903906,(718) 294-0876,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
city-jeans-premium-bronx-3,City Jeans Premium,Women's Clothing,,,-1,-1,690 E Tremont Ave,East Tremont,10032,10457,40.8453585,-73.8914763,(718) 583-0424,https://s3-media3.fl.yelpcdn.com/bphoto/Ww15MF-Dc6FQfe_Fx43QUA/90s.jpg
daisys-gift-shop-new-york,Daisys Gift Shop,Gift Shops,,,-1,-1,311 E Tremont Ave,Mount Hope,10032,10457,40.8487052918224,-73.902865211182,,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
burnside-outlet-bronx,Burnside Outlet,Department Stores,,,-1,-1,255 E Burnside Ave,Mount Hope,10032,10457,40.8517931,-73.9023348,(347) 726-6960,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
uptown-huslaz-fashions-bronx,Uptown Huslaz Fashions,Women's Clothing,,,-1,-1,2268 Grand Concourse,Fordham,10032,10457,40.8568627,-73.8997444,(718) 733-2020,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
tremont-pawn-brokers-bronx,Tremont Pawn Brokers,Pawn Shops;Jewelry,,,5,1,700 E Tremont Ave,East Tremont,10034,10457,40.845245,-73.891076,(718) 299-7931,https://s3-media3.fl.yelpcdn.com/bphoto/GA2DQOLyUs-eSL7zBTtN-A/ls.jpg
bonao-second-hand-new-york,Bonao Second Hand,Thrift Stores;Furniture Stores,,,5,1,629 E 180th St,East Tremont,10034,10457,40.849239399999995,-73.89066,(347) 269-5701,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
kings-department-store-bronx-2,Kings Department Store,Department Stores,,,-1,-1,1967 Crotona Ave,East Tremont,10034,10457,40.8460387,-73.8909462,(718) 583-4271,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
bella-bronx,Bella,Women's Clothing,,,-1,-1,748 E Tremont Ave,East Tremont,10034,10457,40.844466499999996,-73.889547,(718) 901-0580,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
babies-mall-bronx,Babies Mall,Shopping Centers,,,-1,-1,2147 Belmont Ave,East Tremont,10034,10457,40.8500195,-73.88916,(646) 314-0476,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
ab-department-stores-bronx,Ab Department Stores,Department Stores,,,-1,-1,745 E Tremont Ave,East Tremont,10034,10457,40.8448865,-73.8893863,(718) 583-2882,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
ethnica-royale-bronx-2,Ethnica Royale,Jewelry;Accessories,,,-1,-1,2160 Clinton Ave,East Tremont,10034,10457,40.8493,-73.885902,(718) 220-6264,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
lamp-fall-fashion-bronx,Lamp Fall Fashion,Men's Clothing,,,-1,-1,1936 Crotona Ave,East Tremont,10034,10457,40.8450611,-73.8912556,(718) 450-3791,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
the-clocktable-bronx,The Clocktable,Personal Shopping;Print Media,,,-1,-1,2091 Washington Ave,East Tremont,10034,10457,40.851434000000005,-73.8957827,(347) 658-0426,https://s3-media3.fl.yelpcdn.com/bphoto/yvshOJvrm24QJdvrkXo6Cw/ls.jpg
super-choice-discount-bronx,Super Choice Discount,Discount Store,,,-1,-1,235 E Tremont Ave,Mount Hope,10034,10457,40.84910429999999,-73.9044824,(718) 901-1490,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
dream-world-furniture-bronx,Dream World Furniture,Furniture Stores;Mattresses,,,1,1,4095 Park Ave,East Tremont,10034,10457,40.845136,-73.90121429999999,(718) 299-2000,https://s3-media1.fl.yelpcdn.com/bphoto/BKJoey5tV2DbCix5fMMGYQ/ls.jpg
wanchys-video-and-records-bronx,Wanchy’s Video & Records,Books;Mags;Music & Video,,,-1,-1,300 E Tremont Ave,Mount Hope,10034,10457,40.8485036,-73.9031867,(800) 894-7805,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
cobras-jewelers-bronx,Cobras Jewelers,Jewelry,,,-1,-1,672 E Tremont Ave,East Tremont,10034,10457,40.845555100000006,-73.89185490000001,(718) 583-4433,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
grand-concourse-pharmacy-bronx,Grand Concourse Pharmacy,Drugstores,,,-1,-1,235 E Tremont Ave,Mount Hope,10034,10457,40.84910429999999,-73.9044824,(718) 901-3186,https://s3-media2.fl.yelpcdn.com/bphoto/2r7_zD0bcXlZmiHa5ov2ZQ/90s.jpg
jaffe-toy-and-statnry-company-bronx,Jaffe Toy & Statnry Company,Toy Stores,,,-1,-1,1883 Webster Ave,East Tremont,10034,10457,40.847404499999996,-73.9013528,(718) 299-5320,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
mega-pharmacy-bronx,Mega Pharmacy,Drugstores,,,-1,-1,1560 Grand Concourse,Mount Eden,10034,10457,40.8422075,-73.91163309999999,(718) 294-7899,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
adorable-bronx,Adorable,Toy Stores,,,-1,-1,4132 Park Ave,East Tremont,10034,10457,40.8457649,-73.89987049999999,(718) 583-6900,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
duane-reade-bronx-9,Duane Reade,Cosmetics & Beauty Supply;Drugstores;Convenience Stores,,,-1,-1,1650 Grand Concourse,Mount Eden,10034,10457,40.843467499999996,-73.9110798,(718) 716-3143,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
vidals-2nd-hand-furniture-bronx,Vidal’s 2nd Hand Furniture,Furniture Stores,,,-1,-1,495 Claremont Pkwy,Claremont Village,10452,10457,40.8388055,-73.9018344,(718) 731-0066,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
the-warehouse-mattress-and-furniture-bronx,The Warehouse Mattress & Furniture,Furniture Stores,,,-1,-1,1809 Carter Ave,Mount Hope,10452,10457,40.846307,-73.902869,(718) 294-5200,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
first-choice-furniture-distributor-tremont,First Choice Furniture Distributor,Furniture Stores,,,-1,-1,408 E 175th St,East Tremont,10452,10457,40.84538870000001,-73.9017374,(917) 259-7995,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
dynamic-furniture-bronx,Dynamic Furniture,Furniture Stores,,,-1,-1,476 E Tremont Ave,East Tremont,10452,10457,40.84673179999999,-73.89777729999999,(888) 813-9893,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
first-class-furniture-corporation-bronx,First Class Furniture Corporation,Furniture Stores,,,-1,-1,489 E Tremont Ave,East Tremont,10452,10457,40.8471537,-73.89716170000001,(718) 583-2003,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
viviana-furniture-and-mattress-bronx,Viviana Furniture & Mattress,Furniture Stores,,,-1,-1,447 E Tremont Ave,East Tremont,10452,10457,40.8472955,-73.8988598,(718) 299-4228,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
asencio-pharmacy-bronx,Asencio Pharmacy,Drugstores,,,-1,-1,154 E 174th St,Mount Eden,10452,10457,40.844695,-73.909601,(718) 299-2416,https://s3-media2.fl.yelpcdn.com/bphoto/uvxp6p7YggMwk8ELUgWg6w/ls.jpg
yousef-family-discount-bronx,Yousef Family Discount,Discount Store,,,-1,-1,2130 Valentine Ave,Fordham,10452,10457,40.8538919,-73.8990451,(718) 563-5806,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
jolin-pharmacy-bronx,Jolin Pharmacy,Drugstores,,,-1,-1,1870 Grand Concourse,Mount Hope,10452,10457,40.848628600000005,-73.9062885,(718) 294-5588,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
l-and-r-communications-bronx,L & R Communications,Music & DVDs,,,-1,-1,221 E Tremont Ave,Mount Hope,10452,10457,40.8491824,-73.9048671,(718) 466-2000,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
agra-pharmacy-bronx,Agra Pharmacy,Drugstores,Inexpensive,$,-1,-1,1575 Bathgate Ave,Claremont Village,10452,10457,40.8387586,-73.901708,(718) 583-2535,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
rose-drug-store-bronx,Rose Drug Store,Drugstores,,,-1,-1,262 E Burnside Ave,Mount Hope,10452,10457,40.851281400000005,-73.9024508,(718) 294-1470,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
washington-pharmacy-bronx,Washington Pharmacy,Drugstores,,,-1,-1,484 E Tremont Ave,East Tremont,10452,10457,40.8468236,-73.8974685,(718) 466-5555,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
akshar-pharmacy-bronx,Akshar Pharmacy,Drugstores,,,3,1,2200 Grand Concourse,Fordham,10452,10457,40.8555656,-73.9005321,(718) 220-2748,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
danelisa-pharmacy-bronx-2,Danelisa Pharmacy,Drugstores,,,-1,-1,502 E Tremont Ave,East Tremont,10452,10457,40.846625700000004,-73.89689849999999,(347) 726-4246,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
tiebout-furniture-bronx,Tiebout Furniture,Furniture Stores,,,-1,-1,2174 Tiebout Ave,Fordham,10452,10457,40.85443720000001,-73.89831509999999,(347) 269-8438,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
remy-furniture-bronx,Remy Furniture,Furniture Stores,,,-1,-1,2102 Grand Concourse,Fordham,10452,10457,40.8541843,-73.901724,(718) 933-5506,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
mid-concourse-pharmacy-bronx,Mid Concourse Pharmacy,Drugstores,,,-1,-1,2106 Grand Concourse,Fordham,10452,10457,40.8543563,-73.90160340000001,(718) 367-4540,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
valentine-pharmacy-bronx,Valentine Pharmacy,Drugstores,,,-1,-1,309 E 181st St,Fordham,10452,10457,40.85409179999999,-73.8988458,(718) 329-9721,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
rite-aid-bronx-35,Rite Aid,Drugstores;Convenience Stores,Inexpensive,$,-1,-1,650 East Tremont Ave,East Tremont,10473,10457,40.843577,-73.88705300000001,(718) 466-0266,https://s3-media3.fl.yelpcdn.com/bphoto/UKjKus8RWbQ3IWDat4-AAg/ls.jpg
everything-toy-store-bronx,Everything Toy Store,Toy Stores,,,-1,-1,730 E Tremont Ave,East Tremont,10473,10457,40.8446511,-73.890109,(718) 294-2743,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
oliver-furniture-bronx,Oliver Furniture,Furniture Stores,,,-1,-1,711 E Tremont Ave,East Tremont,10473,10457,40.8453284,-73.890612,(718) 583-8127,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
felicity-pharmacy-bronx,Felicity Pharmacy,Drugstores,Ultra High-End,$$$$,-1,-1,621 East Tremont Avenue,East Tremont,10473,10457,40.8463447,-73.8924823,(718) 466-5695,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
best-aid-pharmacy-bronx,Best Aid Pharmacy,Drugstores,,,-1,-1,563 E Tremont Ave,East Tremont,10473,10457,40.8467162,-73.894508,(718) 466-4700,https://s3-media3.fl.yelpcdn.com/bphoto/lk-OrgTBCJ8oP2pMSOGMAw/ls.jpg
specialty-care-pharmacy-bronx,Specialty Care Pharmacy,Drugstores,,,4,1,550 E 182nd St,Belmont,10473,10457,40.85277120000001,-73.8924934,(347) 591-0593,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
zo-zo-bronx,Zo Zo,Sports Wear,,,-1,-1,747 E Tremont Ave,East Tremont,10473,10457,40.8448429,-73.8892829,(718) 901-1166,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
da-stand-bronx,Da Stand,Newspapers & Magazines,,,-1,-1,491 E 180th St,East Tremont,10473,10457,40.8514245,-73.89514670000001,(718) 561-0330,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
king-express-bronx,King Express,Videos & Video Game Rental,,,-1,-1,607 E Tremont Ave,East Tremont,10473,10457,40.8463907,-73.8928039,(718) 583-2556,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
s-m-game-world-bronx-2,S M Game World,Videos & Video Game Rental,,,-1,-1,563 E Tremont Ave Frnt 4,East Tremont,10473,10457,40.8466679,-73.894535,(718) 484-8575,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
specialty-care-pharmacy-bronx-2,Specialty Care Pharmacy,Drugstores,,,-1,-1,4463 3rd Ave,Belmont,10473,10457,40.852775799999996,-73.89235490000002,(718) 933-9010,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
parkave-furniture-warehouse-bronx,Parkave Furniture Warehouse,Furniture Stores,,,-1,-1,449 E 182nd St,Belmont,10473,10457,40.8546137,-73.89445009999999,(718) 933-4546,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
crotona-newstand-bronx,Crotona Newstand,Newspapers & Magazines,,,-1,-1,1936 Crotona Ave,East Tremont,10473,10457,40.8450611,-73.8912556,(718) 294-1259,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
farmacia-apotek-bronx,Farmacia Apotek,Drugstores,,,-1,-1,753 East Tremont Avenue,East Tremont,10473,10457,40.8446931,-73.8891107,(718) 901-4717,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
latin-drugs-bronx,Latin Drugs,Drugstores,,,-1,-1,670 E Tremont Ave,East Tremont,10473,10457,40.845597999999995,-73.8917646,(800) 499-1698,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
fairmont-pharmacy-bronx,Fairmont Pharmacy,Drugstores,,,-1,-1,708 E Tremont Ave,East Tremont,10473,10457,40.845015000000004,-73.8907478,(718) 716-8987,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
